biomarkerID,biomarkerName,biomarkerType,curated_disease_name,curated_breed_name,sex,age,weight,organism,conclusion
180,BCL2L15,gene,morbid obesity,Miniature Dachshund,,5.75±0.60years,,9615,"This study revealed significant differences in the gene expression of BCL2L15, FOLH1, ALAS2, and  hemoglobin subunits such as LOC100855540 between normal weight and mild to moderate obese dogs, which indicate that these genes may prevent the obesity in dogs and be potentially useful for diagnosis of mild to  moderate obesity"
181,FOLH1,gene,morbid obesity,Miniature Dachshund,,5.75±0.60years,,9615,"This study revealed significant differences in the gene expression of BCL2L15, FOLH1, ALAS2, and  hemoglobin subunits such as LOC100855540 between normal weight and mild to moderate obese dogs, which indicate that these genes may prevent the obesity in dogs and be potentially useful for diagnosis of mild to  moderate obesity"
2413,Cadherin related family member 2,protein,intestinal disorder,German Boxer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2413,Cadherin related family member 2,protein,intestinal disorder,Labrador Retriever,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2413,Cadherin related family member 2,protein,intestinal disorder,Bichon Frise,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2413,Cadherin related family member 2,protein,intestinal disorder,Border Collie,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2413,Cadherin related family member 2,protein,intestinal disorder,Irish Setter,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2413,Cadherin related family member 2,protein,intestinal disorder,Lakeland Terrier,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2413,Cadherin related family member 2,protein,intestinal disorder,Miniature Schnauzer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2413,Cadherin related family member 2,protein,intestinal disorder,Pug,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2413,Cadherin related family member 2,protein,intestinal disorder,Weimaraner,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
182,ALAS2,gene,morbid obesity,Miniature Dachshund,,5.75±0.60years,,9615,"This study revealed significant differences in the gene expression of BCL2L15, FOLH1, ALAS2, and  hemoglobin subunits such as LOC100855540 between normal weight and mild to moderate obese dogs, which indicate that these genes may prevent the obesity in dogs and be potentially useful for diagnosis of mild to  moderate obesity"
183,LOC100855540,gene,morbid obesity,Miniature Dachshund,,5.75±0.60years,,9615,"This study revealed significant differences in the gene expression of BCL2L15, FOLH1, ALAS2, and  hemoglobin subunits such as LOC100855540 between normal weight and mild to moderate obese dogs, which indicate that these genes may prevent the obesity in dogs and be potentially useful for diagnosis of mild to  moderate obesity"
2414,serum cPLI,protein,acute pancreatitis,,,9.5 ± 3.1 years,,9615,These results suggest that serum cPLI and potentially CRP concentrations could be used as objective biomarkers for disease progression and monitoring management success in dogs with acute pancreatitis. Additional studies involving larger numbers of dogs are warranted to evaluate the impact of these findings on the management of dogs with acute pancreatitis.
2415,CRP,protein,acute pancreatitis,,,9.5 ± 3.1 years,,9615,These results suggest that serum cPLI and potentially CRP concentrations could be used as objective biomarkers for disease progression and monitoring management success in dogs with acute pancreatitis. Additional studies involving larger numbers of dogs are warranted to evaluate the impact of these findings on the management of dogs with acute pancreatitis.
2416,SOD,protein,babesiosis,,,2-7years,,9615,antioxidant biomarker and copper and zinc concentrations could be used as indicators of disease severity and prognostic markers
2417,CAT,protein,babesiosis,,,2-7years,,9615,antioxidant biomarker and copper and zinc concentrations could be used as indicators of disease severity and prognostic markers
725,FSSA,metabolite,diabetes mellitus,,both,1-2years,,9615,The elevated FSSA can serve as a predictive and diagnostic biomarker in alloxan-induced T1DM with a co-existing impaired glucose homeostasis and hyperglycaemia
2418,Neurofilament light chain,protein,meningoencephalitis,English Beagle,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Labrador Retriever,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Miniature Poodle,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Bichon Frise,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Japanese Shiba Inu,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Cardigan Welsh Corgi,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Yorkshire Terrier,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Maltese,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Pomeranian,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Miniature Schnauzer,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Shih Tzu(Chrysanthemum Dog),both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Yorkshire Terrier,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Chihuahua,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Pomeranian,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Miniature Pinscher,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Toy Poodle,both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2418,Neurofilament light chain,protein,meningoencephalitis,Japanese Chin(Japanese Spaniel),both,3-7.4 years,2.2-4.2kg,9615,Neurofilament light chain is a potential biomarker for diagnosing MUE and evaluating response to treatment.
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,German Boxer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,Labrador Retriever,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,Bichon Frise,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,Border Collie,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,Irish Setter,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,Lakeland Terrier,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,Miniature Schnauzer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,Pug,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2419,Immunoglobulin heavy chain variable region,protein,intestinal disorder,Weimaraner,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2420,Cerebrospinal fluid VEGF,protein,central nervous system cancer|meningoencephalitis,,both,0.3-15.0years,2.6-56.6kg,9615,Cerebrospinal fluid VEGF concentrations may serve as a marker of neoplastic and inflammatory CNS disorders relative to other conditions.
2421,IGFBP2,protein,mucopolysaccharidosis type 1,,,,,9615,"this study demonstrates that the determination of the CSF levels of NP1, Ch3L1, CD14, IGFBP2, possibly also of other upregulated proteins identified here could be helpful for assessing the course of the disease in infants having received gene therapy. Further validation of these biomarker candidates, e.g., by investigating the correlation between CSF and plasma/serum levels in MPS patients, may offer a less invasive means of routine monitoring."
2422,Canine prostate specific esterase,protein,benign prostatic hyperplasia,,,,,9615,"The results support the use of CPSE for estimating present and future prostatic size in dogs ≥4 years, and the clinical usefulness of prostatic size for predicting development of clinical signs of prostatic disease in the dog."
1018,cfa-miR-130b,miRNA,"mitral valve prolapse, myxomatous 3",English Beagle,both,12.83 ± 2.01years,,9615,This pilot study demonstrates that the microRNAs identified in this study could be possible candidates for novel biomarker or therapeutic target related to cardiac hypertrophy in dogs
1018,cfa-miR-130b,miRNA,"mitral valve prolapse, myxomatous 3",Maltese,both,12.83 ± 2.01years,,9615,This pilot study demonstrates that the microRNAs identified in this study could be possible candidates for novel biomarker or therapeutic target related to cardiac hypertrophy in dogs
1018,cfa-miR-130b,miRNA,"mitral valve prolapse, myxomatous 3",Shih Tzu(Chrysanthemum Dog),both,12.83 ± 2.01years,,9615,This pilot study demonstrates that the microRNAs identified in this study could be possible candidates for novel biomarker or therapeutic target related to cardiac hypertrophy in dogs
1018,cfa-miR-130b,miRNA,"mitral valve prolapse, myxomatous 3",Pomeranian,both,12.83 ± 2.01years,,9615,This pilot study demonstrates that the microRNAs identified in this study could be possible candidates for novel biomarker or therapeutic target related to cardiac hypertrophy in dogs
1018,cfa-miR-130b,miRNA,"mitral valve prolapse, myxomatous 3",French Bulldog,both,12.83 ± 2.01years,,9615,This pilot study demonstrates that the microRNAs identified in this study could be possible candidates for novel biomarker or therapeutic target related to cardiac hypertrophy in dogs
1018,cfa-miR-130b,miRNA,"mitral valve prolapse, myxomatous 3",Poodle,both,12.83 ± 2.01years,,9615,This pilot study demonstrates that the microRNAs identified in this study could be possible candidates for novel biomarker or therapeutic target related to cardiac hypertrophy in dogs
2423,Maltase-glucoamylase,protein,intestinal disorder,German Boxer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2423,Maltase-glucoamylase,protein,intestinal disorder,Labrador Retriever,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2423,Maltase-glucoamylase,protein,intestinal disorder,Bichon Frise,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
